event_id,course_name,teacher_id,room_id,day,time_start,time_end
EVT_0276,Pemrograman SQL,91,F3.10,Thursday,08:40,10:20
EVT_0171,Manajemen Proyek Teknologi Informasi,60,F3.10,Wednesday,07:00,08:40
EVT_0169,Jaminan Kualitas Perangkat Lunak,60,F3.10,Wednesday,08:40,10:20
EVT_0172,Pemrograman SQL,60,F3.10,Wednesday,10:20,12:00
EVT_0173,Pengembangan Aplikasi Mobile,60,F2.9,Tuesday,12:30,14:10
EVT_0174,Pengembangan Aplikasi Web,60,F3.10,Thursday,10:20,12:00
EVT_0175,Perancangan Pengalaman Pengguna,60,F2.9,Tuesday,14:10,15:50
EVT_0168,Basis Data,60,F3.10,Friday,07:00,08:40
EVT_0088,Pemrograman Dasar,31,F2.9,Tuesday,15:50,17:30
EVT_0091,Pengembangan Aplikasi Mobile,31,F3.10,Friday,08:40,10:20
EVT_0092,Pengembangan Aplikasi Web,31,F3.10,Friday,10:20,12:00
EVT_0093,Pengembangan Aplikasi Web Lanjut,31,F3.1,Wednesday,12:30,14:10
EVT_0089,Pemrograman Dasar,31,F3.11,Monday,07:00,08:40
EVT_0087,Dasar Pengembangan Sistem informasi,31,F3.11,Monday,08:40,10:20
EVT_0090,Pemrograman Web Lanjut,31,F3.11,Monday,10:20,12:00
EVT_0268,Pengantar Keilmuan Komputer,90,F2.9,Friday,15:50,17:30
EVT_0263,Jaringan Komputer,90,F3.1,Tuesday,12:30,14:10
EVT_0286,Tata Kelola dan Kebijakan Keamanan Siber,94,F3.1,Tuesday,14:10,15:50
EVT_0285,Strategi Transformasi Digital,94,F3.1,Tuesday,15:50,17:30
EVT_0284,Sistem Informasi Berkelanjutan,94,F3.1,Wednesday,14:10,15:50
EVT_0282,Perkembangan dan Tren Teknologi Digital,94,F3.1,Wednesday,15:50,17:30
EVT_0266,Pengantar Keilmuan Komputer,90,F3.11,Wednesday,07:00,08:40
EVT_0265,Jaringan Terapan,90,F3.11,Wednesday,08:40,10:20
EVT_0264,Jaringan Terapan,90,F3.11,Wednesday,10:20,12:00
EVT_0287,Transformasi Pemerintah,94,F3.11,Thursday,07:00,08:40
EVT_0267,Pengantar Keilmuan Komputer,90,F3.1,Thursday,12:30,14:10
EVT_0262,Internet of Things,90,F3.1,Thursday,14:10,15:50
EVT_0281,Manajemen Proyek Teknologi Informasi,94,F3.11,Thursday,08:40,10:20
EVT_0095,Jaringan Komputer,35,F3.11,Tuesday,07:00,08:40
EVT_0117,Keamanan Data dan Privasi,46,F3.11,Tuesday,08:40,10:20
EVT_0004,Pengembangan Aplikasi Multiplatform,1,F3.11,Tuesday,10:20,12:00
EVT_0003,Penambangan Data,1,F3.1,Thursday,15:50,17:30
EVT_0001,Jaminan Kualitas Perangkat Lunak,1,F3.1,Friday,12:30,14:10
EVT_0005,Pengembangan Aplikasi Web Lanjut,1,F3.1,Friday,14:10,15:50
EVT_0244,Sistem Pendukung Keputusan,83,F3.1,Friday,15:50,17:30
EVT_0242,Probabilitas dan Statistika,83,F3.11,Thursday,10:20,12:00
EVT_0116,Jaringan Komputer,46,F3.10,Monday,12:30,14:10
EVT_0118,Tata Kelola dan Kebijakan Keamanan Siber,46,F3.10,Monday,14:10,15:50
EVT_0099,Teknologi Keamanan Siber,35,F3.10,Wednesday,12:30,14:10
EVT_0098,Teknologi Berbasis Cloud,35,F3.11,Friday,07:00,08:40
EVT_0097,Sistem Forensik Digital,35,F3.11,Friday,08:40,10:20
EVT_0096,Keamanan Data dan Privasi,35,F3.11,Friday,10:20,12:00
EVT_0119,Teknologi Berbasis Cloud,46,F3.10,Monday,15:50,17:30
EVT_0120,Teknologi Blockchain dan Platform Keuangan Digital,46,F3.10,Wednesday,14:10,15:50
EVT_0121,Teknologi Keamanan Siber,46,F3.10,Wednesday,15:50,17:30
EVT_0178,Manajemen Proyek Teknologi Informasi,62,F3.10,Tuesday,12:30,14:10
EVT_0179,Pengantar Keilmuan Komputer,62,F3.10,Tuesday,14:10,15:50
EVT_0180,Pengembangan Aplikasi Web,62,F3.10,Tuesday,15:50,17:30
EVT_0181,Perancangan Pengalaman Pengguna,62,F3.12,Wednesday,07:00,08:40
EVT_0239,Pengantar Keilmuan Komputer,83,F3.12,Monday,07:00,08:40
EVT_0240,Pengantar Keilmuan Komputer,83,F3.12,Monday,08:40,10:20
EVT_0241,Pengantar Keilmuan Komputer,83,F3.12,Monday,10:20,12:00
EVT_0243,Sistem Forensik Digital,83,F3.12,Tuesday,07:00,08:40
EVT_0000,Information Retrieval,1,F3.12,Wednesday,08:40,10:20
EVT_0236,Pemrograman Dasar,82,F3.12,Tuesday,08:40,10:20
EVT_0079,Capstone Project,22,F3.12,Tuesday,10:20,12:00
EVT_0082,Pemrograman Web Lanjut,22,F3.10,Thursday,12:30,14:10
EVT_0083,Perancangan Pengalaman Pengguna,22,F3.10,Thursday,14:10,15:50
EVT_0076,Teknologi Smart City,20,F3.10,Thursday,15:50,17:30
EVT_0075,Teknologi Berbasis Cloud,20,F3.12,Wednesday,10:20,12:00
EVT_0080,Capstone Project,22,F3.10,Friday,12:30,14:10
EVT_0234,Pemrograman Dasar,82,F3.10,Friday,14:10,15:50
EVT_0235,Pemrograman Dasar,82,F3.12,Thursday,07:00,08:40
EVT_0074,Pengembangan Aplikasi Mobile Terapan,20,F3.10,Friday,15:50,17:30
EVT_0073,Penambangan Data,20,F3.11,Monday,12:30,14:10
EVT_0072,Big Data dan Analitik,20,F3.11,Monday,14:10,15:50
EVT_0237,Pemrograman Web,82,F3.12,Thursday,08:40,10:20
EVT_0041,Transformasi Pemerintah,12,F3.11,Monday,15:50,17:30
EVT_0043,Capstone Project,14,F3.12,Thursday,10:20,12:00
EVT_0156,Manajemen Proyek Teknologi Informasi,48,F3.12,Friday,07:00,08:40
EVT_0046,Teknologi Blockchain dan Platform Keuangan Digital,14,F3.12,Friday,08:40,10:20
EVT_0164,Pendidikan Orang Dewasa dan Berkelanjutan,59,F3.11,Tuesday,12:30,14:10
EVT_0153,Big Data dan Analitik,48,F3.12,Friday,10:20,12:00
EVT_0111,Manajemen Proyek Teknologi Informasi,40,F3.11,Tuesday,14:10,15:50
EVT_0110,Jaminan Kualitas Perangkat Lunak,40,F3.11,Tuesday,15:50,17:30
EVT_0165,Pengenalan Lapangan Persekolahan 1,59,F3.11,Wednesday,12:30,14:10
EVT_0166,Pengenalan Lapangan Persekolahan 2,59,F3.11,Wednesday,14:10,15:50
EVT_0167,Perkembangan Peserta Didik,59,F3.11,Wednesday,15:50,17:30
EVT_0045,Tata Kelola dan Kebijakan Keamanan Siber,14,F3.13,Monday,07:00,08:40
EVT_0109,Capstone Project,40,F3.11,Thursday,12:30,14:10
EVT_0154,Capstone Project,48,F3.11,Thursday,14:10,15:50
EVT_0155,Capstone Project,48,F3.13,Monday,08:40,10:20
EVT_0044,Kriptografi,14,F3.13,Monday,10:20,12:00
EVT_0261,Sistem Informasi berbasis Kecerdasan Buatan,89,F3.11,Thursday,15:50,17:30
EVT_0342,Pengembangan Aplikasi Web,105,F3.13,Tuesday,07:00,08:40
EVT_0341,Pemrograman Web,105,F3.13,Tuesday,08:40,10:20
EVT_0340,Manajemen Proyek Teknologi Informasi,105,F3.11,Friday,12:30,14:10
EVT_0258,Big Data dan Analitik,89,F3.11,Friday,14:10,15:50
EVT_0259,Data Sains,89,F3.11,Friday,15:50,17:30
EVT_0260,Information Retrieval,89,F3.12,Monday,12:30,14:10
EVT_0456,Metode Penelitian dan Penulisan Ilmiah,TBA_11,F3.13,Tuesday,10:20,12:00
EVT_0290,Kewirausahaan,96,F3.12,Monday,14:10,15:50
EVT_0289,Internet of Things,96,F3.12,Monday,15:50,17:30
EVT_0288,Etika Profesi,96,F3.12,Tuesday,12:30,14:10
EVT_0280,Penambangan Data,93,F3.13,Wednesday,07:00,08:40
EVT_0279,Information Retrieval,93,F3.13,Wednesday,08:40,10:20
EVT_0278,Big Data dan Analitik,93,F3.13,Wednesday,10:20,12:00
EVT_0040,Perkembangan dan Tren Teknologi Digital,12,F3.12,Tuesday,14:10,15:50
EVT_0039,Perancangan Pengalaman Pengguna,12,F3.12,Tuesday,15:50,17:30
EVT_0158,Information Retrieval,52,F3.13,Thursday,07:00,08:40
EVT_0159,Penambangan Data,52,F3.13,Thursday,08:40,10:20
EVT_0049,Tata Kelola Teknologi Informasi,15,F3.13,Thursday,10:20,12:00
EVT_0048,Kewirausahaan,15,F3.13,Friday,07:00,08:40
EVT_0047,Data Sains,15,F3.13,Friday,08:40,10:20
EVT_0233,Penambangan Data,80,F3.13,Friday,10:20,12:00
EVT_0231,Big Data dan Analitik,80,F3.12,Wednesday,12:30,14:10
EVT_0230,Jaringan Terapan,79,F3.14,Monday,07:00,08:40
EVT_0229,Jaringan Komputer,79,F3.14,Monday,08:40,10:20
EVT_0228,Jaringan Komputer,79,F3.14,Monday,10:20,12:00
EVT_0157,Big Data dan Analitik,52,F3.12,Wednesday,14:10,15:50
EVT_0038,Transformasi Pemerintah,11,F3.12,Wednesday,15:50,17:30
EVT_0037,Sistem Informasi Geografis,11,F3.14,Tuesday,07:00,08:40
EVT_0077,Perkembangan dan Tren Teknologi Digital,21,F3.14,Tuesday,08:40,10:20
EVT_0344,Information Retrieval,107,F3.14,Tuesday,10:20,12:00
EVT_0113,Keamanan Data dan Privasi,41,F3.12,Thursday,12:30,14:10
EVT_0292,Penambangan Data,97,F3.12,Thursday,14:10,15:50
EVT_0338,Jaringan Komputer,104,F3.12,Thursday,15:50,17:30
EVT_0078,Transformasi Pemerintah,21,F3.14,Wednesday,07:00,08:40
EVT_0345,Penambangan Data,107,F3.14,Wednesday,08:40,10:20
EVT_0114,Sistem Forensik Digital,41,F3.14,Wednesday,10:20,12:00
EVT_0291,Information Retrieval,97,F3.12,Friday,12:30,14:10
EVT_0160,Sistem Informasi Berkelanjutan,53,F3.12,Friday,14:10,15:50
EVT_0161,Strategi Transformasi Digital,53,F3.14,Thursday,07:00,08:40
EVT_0197,Desain Basis Data,72,F3.12,Friday,15:50,17:30
EVT_0196,Administrasi Basis Data,72,F3.14,Thursday,08:40,10:20
EVT_0462,Perkembangan Peserta Didik,TBA_28,F3.14,Thursday,10:20,12:00
EVT_0463,Perkembangan dan Tren Teknologi Digital,TBA_42,F3.13,Monday,12:30,14:10
EVT_0466,Transformasi Pemerintah,TBA_46,F3.13,Monday,14:10,15:50
EVT_0465,Strategi Transformasi Digital,TBA_44,F3.13,Monday,15:50,17:30
EVT_0461,Perancangan Pembelajaran,TBA_27,F3.14,Friday,07:00,08:40
EVT_0467,Administrasi Basis Data,TBA_47,F3.14,Friday,08:40,10:20
EVT_0468,Big Data dan Analitik,TBA_48,F3.14,Friday,10:20,12:00
EVT_0469,Data Warehouse,TBA_49,F3.13,Tuesday,12:30,14:10
EVT_0470,Capstone Project,TBA_5,F3.13,Tuesday,14:10,15:50
EVT_0471,Tata Kelola dan Kebijakan Keamanan Siber,TBA_53,F3.13,Tuesday,15:50,17:30
EVT_0464,Sistem Informasi Berkelanjutan,TBA_43,F3.15,Monday,07:00,08:40
EVT_0460,Pengenalan Lapangan Persekolahan 2,TBA_25,F3.15,Monday,08:40,10:20
EVT_0084,Pemrograman Dasar,23,F3.13,Wednesday,12:30,14:10
EVT_0458,Pengembangan Program Pelatihan Teknologi Informasi,TBA_23,F3.15,Monday,10:20,12:00
EVT_0457,Pendidikan Orang Dewasa dan Berkelanjutan,TBA_19,F3.13,Wednesday,14:10,15:50
EVT_0198,Data Warehouse,73,F3.13,Wednesday,15:50,17:30
EVT_0042,Manajemen Proyek Teknologi Informasi,13,F3.15,Tuesday,07:00,08:40
EVT_0195,Pengembangan Aplikasi Multiplatform,70,F3.13,Thursday,12:30,14:10
EVT_0183,Keamanan Data dan Privasi,65,F3.15,Tuesday,08:40,10:20
EVT_0182,Keamanan Data dan Privasi,63,F3.15,Tuesday,10:20,12:00
EVT_0163,Teknologi Smart City,58,F3.13,Thursday,14:10,15:50
EVT_0162,Perancangan Pengalaman Pengguna,55,F3.13,Thursday,15:50,17:30
EVT_0115,Perancangan Pengalaman Pengguna,45,F3.15,Wednesday,07:00,08:40
EVT_0086,Penambangan Data,30,F3.15,Wednesday,08:40,10:20
EVT_0085,Penambangan Data,29,F3.15,Wednesday,10:20,12:00
EVT_0459,Pengenalan Lapangan Persekolahan 1,TBA_24,F3.13,Friday,12:30,14:10
EVT_0473,Filsafat Pendidikan dan Sains,TBA_7,F3.13,Friday,14:10,15:50
